date,open,high,low,close,Adj Close,volume
2014-09-15,850,865,850,860.349976,836.049133,1452272
2014-09-16,861,862.049988,848,851,826.963196,1269067
2014-09-17,855,855.900024,842.099976,846.400024,822.493164,1976474
2014-09-18,844.75,861,842.25,858.150024,833.911255,1663142
2014-09-19,860,865,851.400024,860.25,835.951904,1635527
2014-09-22,856.950012,858.5,851,856.849976,832.647949,1633579
2014-09-23,856.049988,857.849976,845.599976,848.849976,824.873901,1179244
2014-09-24,847.099976,857.299988,845.049988,855.450012,831.287476,1666374
2014-09-25,853,865.599976,842.099976,849.950012,825.942871,4148990
2014-09-26,849.950012,879,845,871.650024,847.029968,2470563
2014-09-29,873,877.349976,861.200012,865.099976,840.664917,2170567
2014-09-30,864.200012,879.799988,861.150024,872.650024,848.00177,3008858
2014-10-01,866,871.150024,860.5,868,843.482971,1467547
2014-10-07,865,867,854.099976,862.450012,838.089844,1256572
2014-10-08,860.549988,870,858.299988,867.599976,843.094299,785096
2014-10-09,874,892.950012,868.25,887.599976,862.529358,1912605
2014-10-10,883.049988,885.150024,864.900024,867.299988,842.802856,1066745
2014-10-13,864,878,855.650024,876.799988,852.034485,1344128
2014-10-14,885,885.950012,865.150024,868.349976,843.82312,1816560
2014-10-15,868.349976,868.349976,868.349976,868.349976,843.82312,0
2014-10-16,868.400024,874,855.049988,858.849976,834.591431,1383271
2014-10-17,860.25,888.099976,857.099976,885.25,860.24585,2494480
2014-10-20,894,909.599976,890.150024,893.799988,868.554321,2383001
2014-10-21,900,905.75,887.650024,895.549988,870.254883,4009288
2014-10-22,905.049988,906.349976,891.25,893.650024,868.408569,1142886
2014-10-27,899.049988,907.299988,894.150024,897.25,871.90686,1681192
2014-10-28,899,900.200012,894,895.299988,870.011963,1450873
2014-10-29,900.200012,902.5,890,891.549988,866.367798,1974047
2014-10-30,889.900024,899.950012,887.099976,896.650024,871.323853,2684545
2014-10-31,900.099976,914.599976,897.349976,911.849976,886.094482,2526497
2014-11-03,915.200012,919.299988,905.400024,910.700012,884.976929,1809912
2014-11-05,915.049988,920.299988,910.25,912.799988,887.017639,1881045
2014-11-07,905,906.599976,893.650024,899.450012,874.044739,2257123
2014-11-10,899.5,908.349976,893,904.650024,879.097839,1597439
2014-11-11,905.900024,917.299988,902.400024,907.900024,882.256042,1478352
2014-11-12,911,919.900024,904.150024,911.75,885.997314,2264666
2014-11-13,915.5,920,903.900024,915.950012,890.078674,1847238
2014-11-14,918.200012,933,911.75,930.099976,903.828979,2109514
2014-11-17,930,934,908,918.950012,892.993896,3366021
2014-11-18,921,935,912,932.200012,905.86969,2297278
2014-11-19,935.049988,937.700012,922.150024,926.549988,900.379211,863712
2014-11-20,927.950012,927.950012,912.099976,918.200012,892.265137,1192593
2014-11-21,921.200012,935,914.049988,932.849976,906.501282,2205952
2014-11-24,932.349976,950,928.099976,945.200012,918.502441,1829215
2014-11-25,943,958.799988,939,953.549988,926.616699,3039127
2014-11-26,939.799988,959.900024,933.299988,951.299988,924.430237,2244107
2014-11-27,950.599976,953.799988,943,948.150024,921.369141,3302862
2014-11-28,948,965.900024,947,957.150024,930.11499,2312965
2014-12-01,958.299988,962.450012,948.200012,950,923.166931,1847282
2014-12-02,941.75,949.599976,939.200012,943.299988,916.656067,1129389
2014-12-03,942,944.049988,932,933.099976,906.744202,1665296
2014-12-04,940,944.25,932,941.400024,914.809814,1709776
2014-12-05,941,944.400024,935.700012,942.75,916.121765,1018545
2014-12-08,945,945,925,927.150024,900.962402,1014282
2014-12-09,925.049988,935,925.049988,926.75,900.573608,1218336
2014-12-10,926.099976,935,925.299988,931.400024,905.092285,1391358
2014-12-11,929.900024,935.75,925,933.599976,907.230164,1204711
2014-12-12,933,936.200012,929,931.5,905.189453,1154207
2014-12-15,930,944.299988,928,941.5,914.907043,1659657
2014-12-16,937.549988,942,917,925.75,899.601807,1247489
2014-12-17,926,932.5,916,921.849976,895.812012,1766004
2014-12-18,932.599976,936.5,922.049988,934.049988,907.667419,1623457
2014-12-19,945.049988,949,932.5,941.450012,914.858398,1528527
2014-12-22,954,966.099976,942.5,963.700012,936.47998,2073903
2014-12-23,959.700012,973.950012,955.349976,959.75,932.641541,1886020
2014-12-24,957.900024,964.799988,941.099976,945.25,918.551086,4166203
2014-12-26,950.400024,952.950012,942.549988,948.650024,921.855042,841620
